,code,name,area
118,600692,亚通股份,上海
119,600623,华谊集团,上海
120,600679,上海凤凰,上海
121,603881,数据港,上海
122,603189,网达软件,上海
123,600696,ST岩石,上海
124,300226,上海钢联,上海
125,603855,华荣股份,上海
126,603899,晨光文具,上海
127,600021,上海电力,上海
128,600210,紫江企业,上海
129,603214,爱婴室,上海
130,300129,泰胜风能,上海
131,600851,海欣股份,上海
132,600882,广泽股份,上海
133,603083,剑桥科技,上海
134,600652,游久游戏,上海
135,600088,中视传媒,上海
136,600615,丰华股份,上海
137,002158,汉钟精机,上海
138,603713,密尔克卫,上海
139,600649,城投控股,上海
140,603499,翔港科技,上海
141,300067,安诺其,上海
142,603009,北特科技,上海
143,002022,科华生物,上海
144,002328,新朋股份,上海
145,300170,汉得信息,上海
146,603006,联明股份,上海
147,603718,海利生物,上海
148,600767,ST运盛,上海
149,300039,上海凯宝,上海
150,603683,晶华新材,上海
151,600081,东风科技,上海
152,603037,凯众股份,上海
153,600605,汇通能源,上海
154,600651,飞乐音响,上海
155,601595,上海电影,上海
156,600530,交大昂立,上海
157,600663,陆家嘴,上海
158,600624,复旦复华,上海
159,002028,思源电气,上海
160,603108,润达医疗,上海
161,300017,网宿科技,上海
162,600604,市北高新,上海
163,600665,天地源,上海
164,600610,*ST毅达,上海
165,600825,新华传媒,上海
166,600094,大名城,上海
167,300578,会畅通讯,上海
168,603200,上海洗霸,上海
169,600420,现代制药,上海
170,600675,中华企业,上海
171,600630,龙头股份,上海
172,600895,张江高科,上海
173,300442,普丽盛,上海
174,300378,鼎捷软件,上海
175,603987,康德莱,上海
176,603887,城地股份,上海
177,601519,大智慧,上海
178,300171,东富龙,上海
179,600072,中船科技,上海
180,002636,金安国纪,上海
181,600628,新世界,上海
182,600824,益民集团,上海
183,600640,号百控股,上海
184,600151,航天机电,上海
185,600654,ST中安,上海
186,300551,古鳌科技,上海
187,603730,岱美股份,上海
188,600638,新黄浦,上海
189,600639,浦东金桥,上海
190,300462,华铭智能,上海
191,600958,东方证券,上海
192,002252,上海莱士,上海
193,600820,隧道股份,上海
194,603650,彤程新材,上海
195,002324,普利特,上海
196,603960,克来机电,上海
197,002605,姚记扑克,上海
198,600320,振华重工,上海
199,002561,徐家汇,上海
200,002527,新时达,上海
201,600841,上柴股份,上海
202,300245,天玑科技,上海
203,601828,美凯龙,上海
204,600634,*ST富控,上海
205,300380,安硕信息,上海
206,600823,世茂股份,上海
207,603232,格尔软件,上海
208,601866,中远海发,上海
209,600848,上海临港,上海
210,600844,丹化科技,上海
211,300230,永利股份,上海
212,603895,天永智能,上海
213,600689,上海三毛,上海
214,600614,鹏起科技,上海
215,300501,海顺新材,上海
216,600608,ST沪科,上海
217,603128,华贸物流,上海
218,600688,上海石化,上海
219,601607,上海医药,上海
220,601229,上海银行,上海
221,300493,润欣科技,上海
222,002669,康达新材,上海
223,603587,地素时尚,上海
224,300330,华虹计通,上海
225,600616,金枫酒业,上海
226,601611,中国核建,上海
227,600061,国投资本,上海
228,600748,上实发展,上海
229,002116,中国海诚,上海
230,603131,上海沪工,上海
231,600612,老凤祥,上海
232,603157,拉夏贝尔,上海
233,600171,上海贝岭,上海
234,600661,新南洋,上海
235,600272,开开实业,上海
236,600115,东方航空,上海
237,300153,科泰电源,上海
238,600104,上汽集团,上海
239,600315,上海家化,上海
240,603790,雅运股份,上海
241,600845,宝信软件,上海
242,002858,力盛赛车,上海
243,603690,至纯科技,上海
244,603991,至正股份,上海
245,002451,摩恩电气,上海
246,002269,美邦服饰,上海
247,603777,来伊份,上海
248,600680,*ST上普,上海
249,600490,鹏欣资源,上海
250,600648,外高桥,上海
251,600009,上海机场,上海
252,603192,汇得科技,上海
253,601727,上海电气,上海
254,600611,大众交通,上海
255,603886,元祖股份,上海
256,601231,环旭电子,上海
257,600741,华域汽车,上海
258,002058,威 尔 泰,上海
259,600850,华东电脑,上海
260,300168,万达信息,上海
261,600834,申通地铁,上海
262,002506,协鑫集成,上海
263,600843,上工申贝,上海
264,600097,开创国际,上海
265,603885,吉祥航空,上海
266,600662,强生控股,上海
267,603501,韦尔股份,上海
268,600193,*ST创兴,上海
269,300059,东方财富,上海
270,600196,复星医药,上海
271,002565,顺灏股份,上海
272,601601,中国太保,上海
273,600503,华丽家族,上海
274,603196,日播时尚,上海
275,603728,鸣志电器,上海
276,600620,天宸股份,上海
277,600650,锦江投资,上海
278,300253,卫宁健康,上海
279,603022,新通联,上海
280,300609,汇纳科技,上海
281,603365,水星家纺,上海
282,600643,爱建集团,上海
283,600642,申能股份,上海
284,600239,云南城投,云南
285,600497,驰宏锌锗,云南
286,600725,ST云维,云南
287,000667,美好置业,云南
288,002059,云南旅游,云南
289,600995,文山电力,云南
290,600792,云煤能源,云南
291,002033,丽江旅游,云南
292,002200,云投生态,云南
293,002812,创新股份,云南
294,300505,川金诺,云南
295,600883,博闻科技,云南
296,600096,云天化,云南
297,000948,南天信息,云南
298,600025,华能水电,云南
299,603963,大理药业,云南
300,002428,云南锗业,云南
301,000960,锡业股份,云南
302,002265,西仪股份,云南
303,600459,贵研铂业,云南
304,000807,云铝股份,云南
305,600422,昆药集团,云南
306,000560,我爱我家,云南
307,601099,太平洋,云南
308,002053,云南能投,云南
309,002114,罗平锌电,云南
310,000878,云南铜业,云南
311,600265,ST景谷,云南
312,000538,云南白药,云南
313,000903,云内动力,云南
314,002727,一心堂,云南
315,002750,龙津药业,云南
316,300142,沃森生物,云南
317,600201,生物股份,内蒙
318,600988,赤峰黄金,内蒙
319,300049,福瑞股份,内蒙
320,600111,北方稀土,内蒙
321,600295,鄂尔多斯,内蒙
322,300355,蒙草生态,内蒙
323,600328,兰太实业,内蒙
324,000426,兴业矿业,内蒙
325,600191,华资实业,内蒙
326,600291,西水股份,内蒙
327,002128,露天煤业,内蒙
328,600887,伊利股份,内蒙
329,600967,内蒙一机,内蒙
330,601216,君正集团,内蒙
331,600863,内蒙华电,内蒙
332,600277,亿利洁能,内蒙
333,000683,远兴能源,内蒙
334,600091,ST明科,内蒙
335,600010,包钢股份,内蒙
336,000780,平庄能源,内蒙
337,000975,银泰资源,内蒙
338,300239,东宝生物,内蒙
339,600262,北方股份,内蒙
340,000611,天首发展,内蒙
341,002688,金河生物,内蒙
342,002385,大北农,北京
343,600977,中国电影,北京
344,300034,钢研高纳,北京
345,300038,梅泰诺,北京
346,300309,吉艾科技,北京
347,600118,中国卫星,北京
348,300496,中科创达,北京
349,002780,三夫户外,北京
350,601600,中国铝业,北京
351,600410,华胜天成,北京
352,002878,元隆雅图,北京
353,603825,华扬联众,北京
354,300472,新元科技,北京
355,600085,同仁堂,北京
356,002771,真视通,北京
357,300449,汉邦高科,北京
358,300003,乐普医疗,北京
359,300156,神雾环保,北京
360,300612,宣亚国际,北京
361,300312,邦讯技术,北京
362,601111,中国国航,北京
363,600405,动力源,北京
364,601992,金隅集团,北京
365,600058,五矿发展,北京
366,000860,顺鑫农业,北京
367,600855,航天长峰,北京
368,002065,东华软件,北京
369,600270,外运发展,北京
370,000938,紫光股份,北京
371,601718,际华集团,北京
372,002829,星网宇达,北京
373,603871,嘉友国际,北京
374,300072,三聚环保,北京
375,601126,四方股份,北京
376,300073,当升科技,北京
377,000620,新华联,北京
378,601618,中国中冶,北京
379,601066,中信建投,北京
380,300456,耐威科技,北京
381,300541,先进数通,北京
382,600435,北方导航,北京
383,600288,大恒科技,北京
384,603859,能科股份,北京
385,600463,空港股份,北京
386,601186,中国铁建,北京
387,300282,三盛教育,北京
388,002306,*ST云网,北京
389,600886,国投电力,北京
390,002599,盛通股份,北京
391,300608,思特奇,北京
392,002649,博彦科技,北京
393,603603,博天环境,北京
394,600372,中航电子,北京
395,601398,工商银行,北京
396,300523,辰安科技,北京
397,000970,中科三环,北京
398,603903,中持股份,北京
399,600791,京能置业,北京
400,300344,太空智造,北京
401,300005,探路者,北京
402,300150,世纪瑞尔,北京
403,300055,万邦达,北京
404,603616,韩建河山,北京
405,000065,北方国际,北京
406,300139,晓程科技,北京
407,603986,兆易创新,北京
408,002368,太极股份,北京
409,300117,嘉寓股份,北京
410,300251,光线传媒,北京
411,002819,东方中科,北京
412,300485,赛升药业,北京
413,002383,合众思壮,北京
414,002038,双鹭药业,北京
415,300431,暴风集团,北京
416,002755,东方新星,北京
417,601016,节能风电,北京
418,000931,中 关 村,北京
419,600861,北京城乡,北京
420,300291,华录百纳,北京
421,000046,泛海控股,北京
422,600266,北京城建,北京
423,002658,雪迪龙,北京
424,000786,北新建材,北京
425,600299,安迪苏,北京
426,300593,新雷能,北京
427,300075,数字政通,北京
428,601908,京运通,北京
429,603970,中农立华,北京
430,300166,东方国信,北京
431,600206,有研新材,北京
432,300302,同有科技,北京
433,600008,首创股份,北京
434,600361,华联综超,北京
435,600007,中国国贸,北京
436,300058,蓝色光标,北京
437,300079,数码科技,北京
438,603698,航天工程,北京
439,300065,海兰信,北京
440,600258,首旅酒店,北京
441,300353,东土科技,北京
442,300365,恒华科技,北京
443,002148,北纬科技,北京
444,002701,奥瑞金,北京
445,300070,碧水源,北京
446,002310,东方园林,北京
447,600050,中国联通,北京
448,601886,江河集团,北京
449,000959,首钢股份,北京
450,603860,中公高科,北京
451,002467,二六三,北京
452,300048,合康新能,北京
453,300204,舒泰神,北京
454,300010,立思辰,北京
455,300318,博晖创新,北京
456,600485,信威集团,北京
457,002153,石基信息,北京
458,300231,银信科技,北京
459,601888,中国国旅,北京
460,300667,必创科技,北京
461,601088,中国神华,北京
462,603888,新华网,北京
463,600860,京城股份,北京
464,603818,曲美家居,北京
465,601858,中国科传,北京
466,300719,安达维尔,北京
467,300688,创业黑马,北京
468,600743,华远地产,北京
469,600429,三元股份,北京
470,300200,高盟新材,北京
471,300324,旋极信息,北京
472,300352,北信源,北京
473,002713,东易日盛,北京
474,002392,北京利尔,北京
475,600198,*ST大唐,北京
476,300182,捷成股份,北京
477,002739,万达电影,北京
478,601068,中铝国际,北京
479,600100,同方股份,北京
480,603979,金诚信,北京
481,600271,航天信息,北京
482,300383,光环新网,北京
483,601818,光大银行,北京
484,002462,嘉事堂,北京
485,002405,四维图新,北京
486,600031,三一重工,北京
487,002371,北方华创,北京
488,002738,中矿资源,北京
489,300213,佳讯飞鸿,北京
490,002612,朗姿股份,北京
491,000882,华联股份,北京
492,300662,科锐国际,北京
493,300430,诚益通,北京
494,600037,歌华有线,北京
495,300229,拓尔思,北京
496,600871,*ST油服,北京
497,600166,福田汽车,北京
498,002279,久其软件,北京
499,600764,中国海防,北京
500,601669,中国电建,北京
501,300445,康斯特,北京
502,600536,中国软件,北京
503,600733,S蓝谷,北京
504,300392,腾信股份,北京
505,600246,万通地产,北京
506,601288,农业银行,北京
507,300223,北京君正,北京
508,300374,恒通科技,北京
509,300296,利亚德,北京
510,002350,北京科锐,北京
511,300736,百邦科技,北京
512,603123,翠微股份,北京
513,300406,九强生物,北京
514,601117,中国化学,北京
515,600657,信达地产,北京
516,002066,瑞泰科技,北京
517,002051,中工国际,北京
518,600138,中青旅,北京
519,601101,昊华能源,北京
520,300364,中文在线,北京
521,000666,经纬纺机,北京
522,300513,恒泰实达,北京
523,300465,高伟达,北京
524,002186,全 聚 德,北京
525,600723,首商股份,北京
526,603590,康辰药业,北京
527,600195,中牧股份,北京
528,600386,北巴传媒,北京
529,600159,大龙地产,北京
530,600161,天坛生物,北京
531,000838,财信发展,北京
532,300369,绿盟科技,北京
533,300552,万集科技,北京
534,600588,用友网络,北京
535,603778,乾景园林,北京
536,603516,淳中科技,北京
537,600730,中国高科,北京
538,002642,荣之联,北京
539,601991,大唐发电,北京
540,600489,中金黄金,北京
541,600900,长江电力,北京
542,600240,华业资本,北京
543,300455,康拓红外,北京
544,300016,北陆药业,北京
545,600560,金自天正,北京
546,002665,首航节能,北京
547,600890,中房股份,北京
548,601939,建设银行,北京
549,002721,金一文化,北京
550,001965,招商公路,北京
551,000839,中信国安,北京
552,000605,渤海股份,北京
553,300002,神州泰岳,北京
554,300287,飞利信,北京
555,603098,森特股份,北京
556,601390,中国中铁,北京
557,002573,清新环境,北京
558,600313,农发种业,北京
559,300332,天壕环境,北京
560,601989,中国重工,北京
561,300663,科蓝软件,北京
562,000969,安泰科技,北京
563,603138,海量数据,北京
564,300045,华力创通,北京
565,300271,华宇软件,北京
566,600980,北矿科技,北京
567,300104,乐视网,北京
568,601558,ST锐电,北京
569,300386,飞天诚信,北京
570,002439,启明星辰,北京
571,002707,众信旅游,北京
572,300579,数字认证,北京
573,603533,掌阅科技,北京
574,600658,电子城,北京
575,601226,华电重工,北京
576,601881,中国银河,北京
577,002933,新兴装备,北京
578,002362,汉王科技,北京
579,601198,东兴证券,北京
580,000729,燕京啤酒,北京
581,300011,鼎汉技术,北京
582,000725,京东方Ａ,北京
583,603000,人民网,北京
584,600578,京能电力,北京
585,000609,中迪投资,北京
586,002542,中化岩土,北京
587,603025,大豪科技,北京
588,600511,国药股份,北京
589,000402,金 融 街,北京
590,002662,京威股份,北京
591,603803,瑞斯康达,北京
592,300477,合纵科技,北京
593,300399,京天利,北京
594,603569,长久物流,北京
595,300370,安控科技,北京
596,600028,中国石化,北京
597,603598,引力传媒,北京
598,300157,恒泰艾普,北京
599,300661,圣邦股份,北京
600,000151,中成股份,北京
601,601169,北京银行,北京
602,601766,中国中车,北京
603,601668,中国建筑,北京
604,300384,三联虹普,北京
605,300212,易华录,北京
606,002504,弘高创意,北京
607,603060,国检集团,北京
608,300071,华谊嘉信,北京
609,002373,千方科技,北京
610,600962,国投中鲁,北京
611,000758,中色股份,北京
612,600376,首开股份,北京
613,600016,民生银行,北京
614,603377,东方时尚,北京
615,601857,XD中国石,北京
616,600011,华能国际,北京
617,300684,中石科技,北京
618,300379,东方通,北京
619,300542,新晨科技,北京
620,300418,昆仑万维,北京
621,300289,利德曼,北京
622,601998,中信银行,北京
623,000603,盛达矿业,北京
624,300444,双杰电气,北京
625,601800,中国交建,北京
626,300191,潜能恒信,北京
627,000996,中国中期,北京
628,002657,中科金财,北京
629,600055,万东医疗,北京
630,300036,超图软件,北京
631,601898,中煤能源,北京
632,601988,中国银行,北京
633,601588,北辰实业,北京
634,600015,华夏银行,北京
635,000802,北京文化,北京
636,600859,王府井,北京
637,002554,惠博普,北京
638,002271,东方雨虹,北京
639,000008,神州高铁,北京
640,300367,东方网力,北京
641,002893,华通热力,北京
642,601628,中国人寿,北京
643,601336,新华保险,北京
644,603588,高能环境,北京
645,002151,北斗星通,北京
646,601949,中国出版,北京
647,600056,中国医药,北京
648,600582,天地科技,北京
649,002410,广联达,北京
650,000798,中水渔业,北京
651,300315,掌趣科技,北京
652,601985,中国核电,北京
653,600062,华润双鹤,北京
654,603127,昭衍新药,北京
655,300419,浩丰科技,北京
656,600856,中天能源,吉林
657,000631,顺发恒业,吉林
658,300396,迪瑞医疗,吉林
659,600365,通葡股份,吉林
660,000875,吉电股份,吉林
661,603559,中通国脉,吉林
662,002232,启明信息,吉林
663,600247,*ST成城,吉林
664,002566,益盛药业,吉林
665,600742,一汽富维,吉林
666,601929,吉视传媒,吉林
667,000686,东北证券,吉林
668,002501,利源精制,吉林
669,601518,吉林高速,吉林
670,000928,中钢国际,吉林
671,600148,长春一东,吉林
672,600189,吉林森工,吉林
673,000669,金鸿控股,吉林
674,600333,长春燃气,吉林
675,000766,通化金马,吉林
676,600881,亚泰集团,吉林
677,000661,长春高新,吉林
678,000030,富奥股份,吉林
679,000545,金浦钛业,吉林
680,600697,欧亚集团,吉林
681,002338,奥普光电,吉林
682,600110,诺德股份,吉林
683,300510,金冠股份,吉林
684,000420,吉林化纤,吉林
685,000623,吉林敖东,吉林
686,000546,金圆股份,吉林
687,600867,通化东宝,吉林
688,000718,苏宁环球,吉林
689,002118,紫鑫药业,吉林
690,000800,一汽轿车,吉林
691,603099,长白山,吉林
692,002622,融钰集团,吉林
693,300108,吉药控股,吉林
694,600360,华微电子,吉林
695,600215,长春经开,吉林
696,300597,吉大通信,吉林
697,300492,山鼎设计,四川
698,000935,四川双马,四川
699,601811,新华文轩,四川
700,002259,升达林业,四川
701,600466,蓝光发展,四川
702,002312,三泰控股,四川
703,600804,鹏博士,四川
704,000586,汇源通信,四川
705,300547,川环科技,四川
706,300022,吉峰科技,四川
707,300366,创意信息,四川
708,000628,高新发展,四川
709,600875,东方电气,四川
710,600378,天科股份,四川
711,600839,四川长虹,四川
712,000912,*ST天化,四川
713,300733,西菱动力,四川
714,002497,雅化集团,四川
715,300540,深冷股份,四川
716,000876,新 希 望,四川
717,600139,西部资源,四川
718,300535,达威股份,四川
719,002143,印纪传媒,四川
720,600828,茂业商业,四川
721,300463,迈克生物,四川
722,002023,海特高新,四川
723,603477,振静股份,四川
724,000790,泰合健康,四川
725,002258,利尔化学,四川
726,300471,厚普股份,四川
727,300362,天翔环境,四川
728,603027,千禾味业,四川
729,300696,爱乐达,四川
730,300425,环能科技,四川
731,000568,泸州老窖,四川
732,600331,宏达股份,四川
733,000710,贝瑞基因,四川
734,600353,旭光股份,四川
735,600131,岷江水电,四川
736,002777,久远银海,四川
737,002539,云图控股,四川
738,603679,华体科技,四川
739,300092,科新机电,四川
740,002935,天奥电子,四川
741,601838,成都银行,四川
742,600880,博瑞传播,四川
743,000803,*ST金宇,四川
744,300101,振芯科技,四川
745,300502,新易盛,四川
746,300249,依米康,四川
747,002749,国光股份,四川
748,300434,金石东方,四川
749,300678,中科信息,四川
750,300127,银河磁体,四川
751,002630,华西能源,四川
752,300019,硅宝科技,四川
753,300470,日机密封,四川
754,600702,舍得酒业,四川
755,002818,富森美,四川
756,000598,兴蓉环境,四川
757,600528,中铁工业,四川
758,600391,航发科技,四川
759,002190,成飞集成,四川
760,600674,川投能源,四川
761,002253,川大智胜,四川
762,000629,攀钢钒钛,四川
763,000593,大通燃气,四川
764,603809,豪能股份,四川
765,601107,四川成渝,四川
766,002651,利君股份,四川
767,600101,明星电力,四川
768,600979,广安爱众,四川
769,000801,四川九洲,四川
770,600678,四川金顶,四川
771,002268,卫 士 通,四川
772,300028,金亚科技,四川
773,002386,天原集团,四川
774,000858,五 粮 液,四川
775,002466,天齐锂业,四川
776,600438,通威股份,四川
777,000509,华塑控股,四川
778,002480,新筑股份,四川
779,000693,*ST华泽,四川
780,002628,成都路桥,四川
781,000888,峨眉山Ａ,四川
782,002366,台海核电,四川
783,000731,四川美丰,四川
784,600137,浪莎股份,四川
785,600039,四川路桥,四川
786,600779,水井坊,四川
787,300467,迅游科技,四川
788,601208,东材科技,四川
789,002246,北化股份,四川
790,600793,宜宾纸业,四川
791,000155,川化股份,四川
792,000510,金路集团,四川
793,002357,富临运业,四川
794,002926,华西证券,四川
795,002798,帝欧家居,四川
796,002697,红旗连锁,四川
797,600505,西昌电力,四川
798,600558,大西洋,四川
799,600644,乐山电力,四川
800,300432,富临精工,四川
801,603333,明星电缆,四川
802,600093,易见股份,四川
803,002773,康弘药业,四川
804,002272,川润股份,四川
805,600109,国金证券,四川
806,300440,运达科技,四川
807,000835,长城动漫,四川
808,300559,佳发教育,四川
809,000810,创维数字,四川
810,600321,*ST正源,四川
811,300504,天邑股份,四川
812,603077,和邦生物,四川
813,000757,浩物股份,四川
814,002422,科伦药业,四川
815,300414,中光防雷,四川
816,600603,广汇物流,四川
817,002820,桂发祥,天津
818,600751,海航科技,天津
819,600535,天士力,天津
820,600468,百利电气,天津
821,002887,绿茵生态,天津
822,002134,天津普林,天津
823,600787,中储股份,天津
824,600329,中新药业,天津
825,600583,海油工程,天津
826,300596,利安隆,天津
827,601919,中远海控,天津
828,000652,泰达股份,天津
829,600335,国机汽车,天津
830,000836,鑫茂科技,天津
831,300407,凯发电气,天津
832,603019,中科曙光,天津
833,603727,博迈科,天津
834,002510,天汽模,天津
835,000965,天保基建,天津
836,600488,天药股份,天津
837,603106,恒银金融,天津
838,300334,津膜科技,天津
839,600821,津劝业,天津
840,600322,天房发展,天津
841,000537,广宇发展,天津
842,002821,凯莱英,天津
843,002337,赛象科技,天津
844,000927,一汽夏利,天津
845,603096,新经典,天津
846,002393,力生制药,天津
847,600717,天津港,天津
848,600158,中体产业,天津
849,300375,鹏翎股份,天津
850,002129,中环股份,天津
851,300195,长荣股份,天津
852,603712,七一二,天津
853,601808,中海油服,天津
854,600800,天津磁卡,天津
855,300119,瑞普生物,天津
856,000695,滨海能源,天津
857,600874,创业环保,天津
858,603126,中材节能,天津
859,600082,海泰发展,天津
860,300120,经纬辉开,天津
861,002432,九安医疗,天津
862,603969,银龙股份,天津
863,600645,中源协和,天津
864,600225,天津松江,天津
865,300026,红日药业,天津
866,000897,津滨发展,天津
867,002457,青龙管业,宁夏
868,000815,美利云,宁夏
869,000557,西部创业,宁夏
870,000962,东方钽业,宁夏
871,000595,宝塔实业,宁夏
872,000635,英 力 特,宁夏
873,600146,商赢环球,宁夏
874,601619,嘉泽新能,宁夏
875,600165,新日恒力,宁夏
876,600449,宁夏建材,宁夏
877,000862,银星能源,宁夏
878,000982,*ST 中绒,宁夏
879,600785,新华百货,宁夏
880,600985,雷鸣科化,安徽
881,300577,开润股份,安徽
882,603356,华菱精工,安徽
883,300452,山河药辅,安徽
884,300090,盛运环保,安徽
885,002571,德力股份,安徽
886,603199,九华旅游,安徽
887,603599,广信股份,安徽
888,603768,常青股份,安徽
889,600496,精工钢构,安徽
890,002171,楚江新材,安徽
891,002208,合肥城建,安徽
892,002347,泰尔股份,安徽
893,600502,安徽水利,安徽
894,603011,合锻智能,安徽
895,300247,乐金健康,安徽
896,000543,皖能电力,安徽
897,600552,凯盛科技,安徽
898,300088,长信科技,安徽
899,002057,中钢天源,安徽
900,002760,凤形股份,安徽
901,000728,国元证券,安徽
902,002331,皖通科技,安徽
903,002298,中电兴发,安徽
904,600375,华菱星马,安徽
905,600909,华安证券,安徽
906,000887,中鼎股份,安徽
907,002230,科大讯飞,安徽
908,600218,全柴动力,安徽
909,601918,新集能源,安徽
910,600318,新力金融,安徽
911,002140,东华科技,安徽
912,600983,惠而浦,安徽
913,000979,中弘股份,安徽
914,300087,荃银高科,安徽
915,603031,安德利,安徽
916,603589,口子窖,安徽
917,600444,国机通用,安徽
918,603198,迎驾贡酒,安徽
919,002541,鸿路钢构,安徽
920,600585,海螺水泥,安徽
921,000630,铜陵有色,安徽
922,300595,欧普康视,安徽
923,002042,华孚时尚,安徽
924,300692,中环环保,安徽
925,300218,安利股份,安徽
926,000596,古井贡酒,安徽
927,300274,阳光电源,安徽
928,600761,安徽合力,安徽
929,600054,黄山旅游,安徽
930,601606,长城军工,安徽
931,600577,精达股份,安徽
932,600063,皖维高新,安徽
933,002556,辉隆股份,安徽
934,600575,皖江物流,安徽
935,002817,黄山胶囊,安徽
936,603527,众源新材,安徽
937,002607,亚夏汽车,安徽
938,000980,众泰汽车,安徽
939,000521,长虹美菱,安徽
940,600012,皖通高速,安徽
941,000713,丰乐种业,安徽
942,600520,文一科技,安徽
943,002597,金禾实业,安徽
944,600808,马钢股份,安徽
945,002014,永新股份,安徽
946,000868,安凯客车,安徽
947,600470,六国化工,安徽
948,300520,科大国创,安徽
949,600971,恒源煤电,安徽
950,600567,山鹰纸业,安徽
951,002226,江南化工,安徽
952,600551,时代出版,安徽
953,603596,伯特利,安徽
954,002538,司尔特,安徽
955,603656,泰禾光电,安徽
956,002743,富煌钢构,安徽
957,000850,华茂股份,安徽
958,000619,海螺型材,安徽
959,600237,铜峰电子,安徽
960,000859,国风塑业,安徽
961,603689,皖天然气,安徽
962,000930,中粮生化,安徽
963,600990,四创电子,安徽
964,000417,合肥百货,安徽
965,002147,新光圆成,安徽
966,002690,美亚光电,安徽
967,002361,神剑股份,安徽
968,601801,皖新传媒,安徽
969,002018,*ST华信,安徽
970,002555,三七互娱,安徽
971,002557,洽洽食品,安徽
972,300388,国祯环保,安徽
973,300475,聚隆科技,安徽
974,300009,安科生物,安徽
975,603429,集友股份,安徽
976,603308,应流股份,安徽
977,600199,金种子酒,安徽
978,600255,梦舟股份,安徽
979,000153,丰原药业,安徽
980,603801,志邦家居,安徽
981,603357,设计总院,安徽
982,600418,江淮汽车,安徽
983,002136,安 纳 达,安徽
984,002476,宝莫股份,山东
985,300443,金雷风电,山东
986,603021,山东华鹏,山东
987,300654,世纪天鸿,山东
988,002810,山东赫达,山东
989,002537,海联金汇,山东
990,603223,恒通股份,山东
991,300099,精准信息,山东
992,002545,东方铁塔,山东
993,600219,南山铝业,山东
994,600547,山东黄金,山东
995,603029,天鹅股份,山东
996,600586,金晶科技,山东
